ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
930,10046.0,riverview regional medical center,600 south third street,empty,empty,gadsden,al,35901.0,etowah,2565435200.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,0,84%,280 patients,al_scip-vte-2
931,10047.0,georgiana hospital,515 miranda st,empty,expty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-1,heart attack patients given aspirin at arrival,53%,19 patients,al_##??###ami-1
932,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,empty,empty,georgiana,%%al,36033.0,butler,0,acute care hospitals,0,no,heart attack,0,heart attack patients given aspirin at discharge,50%,16 patients,al_ami-2
933,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart attack,0,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,1 patients,al_ami-3
934,10047.0,georgiana hospital,515 miranda st,empty,empCr,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,33%,6 patients,al_ami-4
935,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-5,heart attack patients given beta blocker at discharge,60%,15 patients,al_ami-5
936,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,nia patients as,empty,georgiana,600 south third street,36033.0,butler,0,acute care hospitals,0,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,dotahn,heartkcatta ,al_ami-7a
937,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,0,empty,0 patients,al_ami-8a
938,0,georgiana hospital,515 miranda st,empty,empty,surgical infection prevention,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,heart failure patients given discharge instructions,53%,51 patients,al_hf-1
939,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,le,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart attack patients given aspirin at discharge,63%,59 patients,al_Eu-p
940,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),67%,6 patients,al_hf-3
941,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,75%,8 patients,al_hf-4
942,0,georgiana hospital,EmNtT,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,39 patients,al_pn-2
943,49842.53825853709,m,515 miranda st,empty,empty,georgiana,al,140823.34247766293,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,0,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,50%,2 patients,al_pn-3b
944,0,georgiana hospital,515 miranda st,empty,empty,hf2-,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,80%,pneumaino,al_pn-4
945,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,36 patients,al_pn-5c
946,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),50%,30 patients,al_pn-6
947,0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,177820.80524930044,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,65%,31 patients,al_pn-7
948,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
949,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,0,scip-inf-1,43%,empty,empty,scip-etv-2
950,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
951,10047.0,georgiana hospital,515 miranda st,empty,empty,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
952,10047.0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),515 miranda st,empty,empty,georgiana,al,0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
953,10047.0,0,515 miranda st,scip-inf-2,ami-4,georgiana,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
954,10047.0,0,515 miranda st,la_ami-5,empty,georgiana,chero eekmedical center,36033.0,butler,0,acute care hospitals,0,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
955,10047.0,georgiana hospital,515 miranda st,empty,empty,0,al,36033.0,butler,3343762205.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
956,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,4 patients,al_ami-1
957,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,4370 west main street,al_ami-2
958,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
959,10049.0,0,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
960,10049.0,medical center enterprise,400 n edwards street,empty,_scip,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,0,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
961,10049.0,medical center enterprise,400 n edwards street,empty,empty,0,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
962,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
963,10049.0,315 w hickory st,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,96%,70 patients,al_hf-1
964,50164.24125667661,med###i$cal center enterprise,400 n edwards street,empty,empty,enterprise,emtpy,203213.67852565343,coffee,3343470584.0,acute care hospitals,proprietary,tei,heart failure,0,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,82 patients,al_hf-2
965,10049.0,0,400 n edwards street,38 patients,empty,0,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,34 patients,al_hf-3
966,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,heart failure,hf-4,0,100%,15 patients,al_hf-4
967,10049.0,medical center enterprise,400 n edwards street,DnnisaVn,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,72 patients,al_pn-2
968,10049.0,315 w hickory st,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,98%,i,al_pn-3b
969,10049.0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,24 patients,al_pn-4
970,55145.90495567436,Jedical centJr anterprise,400 n edwards street,empty,empty,enterprise,al,118591.0137954954,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,85 patients,al_pn-5c
971,10049.0,315 w hickory st,400 n edwards street,empty,empty,enterprise,al,36330.0,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,67 patients,al_pn-6
972,0,medical center enterprise,400 n edwards street,empty,empty,enterprise,al,114749.15560793463,coffee,3343470584.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,100%,37 patients,al_pn-7
973,10049.0,315 w hickory st,400 n edwards street,empty,empty,enterprise,al,0,coffee,3343470584.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,56 patients,birOTngham,al_scip-card-2
